States,County,Total Population,Hispanic Men,Hispanic Women,White Men,White Women,Black Men,Black Women,Native Men,Native Women,Asian Men,Asian Women,Pacific Men,Pacific Women,Others
Nevada,Carson City,"54,219","6,435","6,213","18,920","17,968",457,381,557,500,655,628,27,28,"1,450"
Nevada,Churchill County,"24,022","1,624","1,582","9,021","8,718",288,289,464,496,297,284,25,24,910
Nevada,Clark County,"2,112,436","326,225","321,516","463,053","468,357","114,695","112,930","4,125","4,016","99,118","100,552","6,992","6,977","83,880"
Nevada,Douglas County,"47,632","2,938","2,901","19,510","19,123",137,127,447,418,301,301,37,36,"1,356"
Nevada,Elko County,"52,377","6,755","5,923","18,076","17,091",235,201,"1,391","1,302",275,236,62,50,780
Nevada,Esmeralda County,"1,102",75,96,388,493,3,4,11,14,0,0,0,0,18
Nevada,Eureka County,"1,728",13,14,820,849,0,0,14,14,0,0,0,0,4
Nevada,Humboldt County,"17,088","2,331","2,182","5,844","5,402",58,50,406,357,18,17,1,1,421
Nevada,Lander County,"5,887",877,699,"2,221","1,770",3,2,137,109,3,2,16,13,35
Nevada,Lincoln County,"5,203",241,208,"2,316","2,038",74,59,92,72,29,23,0,0,51
Nevada,Lyon County,"52,303","4,276","4,203","20,087","19,700",238,236,508,499,278,276,50,49,"1,903"
Nevada,Mineral County,"4,471",240,254,"1,292","1,304",17,17,430,535,101,104,0,0,177
Nevada,Nye County,"43,296","3,145","2,980","16,748","16,662",654,645,335,294,341,362,81,82,967
Nevada,Pershing County,"6,661","1,032",553,"2,866","1,536",203,109,121,65,56,30,21,11,58
Nevada,Storey County,"3,891",126,133,"1,642","1,731",13,13,26,27,35,37,0,0,108
Nevada,Washoe County,"445,551","54,218","52,120","142,233","141,659","4,830","4,578","2,886","2,807","11,470","11,650","1,315","1,269","14,516"
Nevada,White Pine County,"9,858",906,601,"4,191","2,974",292,171,330,230,45,27,11,6,74
New Hampshire,Belknap County,"60,383",466,468,"28,282","29,225",139,144,61,62,274,292,7,7,956
New Hampshire,Carroll County,"47,524",317,321,"22,809","22,847",112,110,17,18,131,139,3,4,696
New Hampshire,Cheshire County,"76,109",612,665,"35,171","36,736",238,253,58,63,465,493,12,13,"1,330"
New Hampshire,Coos County,"32,119",337,205,"15,697","14,351",466,269,67,62,96,84,21,12,452
New Hampshire,Grafton County,"89,280",956,"1,002","40,101","41,325",431,451,174,193,"1,459","1,507",21,22,"1,638"
New Hampshire,Hillsborough County,"406,371","12,610","12,747","172,744","175,311","4,246","4,239",201,194,"7,576","7,627",44,39,"8,793"
New Hampshire,Merrimack County,"147,958","1,443","1,458","67,862","69,899",818,888,58,51,"1,224","1,377",0,0,"2,880"
New Hampshire,Rockingham County,"302,479","3,952","4,047","139,509","142,213",955,973,151,153,"2,854","2,888",0,0,"4,784"
New Hampshire,Strafford County,"126,552","1,358","1,415","56,621","59,001",489,526,26,27,"1,941","2,083",0,0,"3,065"
New Hampshire,Sullivan County,"43,073",298,315,"20,279","20,812",87,86,71,73,131,127,9,10,775
New Jersey,Atlantic County,"272,926","24,747","25,681","74,209","79,622","18,623","20,283",285,285,"11,212","11,573",29,32,"6,345"
New Jersey,Bergen County,"937,920","85,821","90,900","262,450","279,596","23,981","25,680",456,500,"73,296","78,361",101,117,"16,661"
New Jersey,Burlington County,"449,192","17,355","16,887","150,429","156,088","34,636","35,802",77,69,"10,492","11,095",64,66,"16,132"
New Jersey,Camden County,"510,996","39,823","42,444","142,399","151,081","43,833","48,612",212,235,"14,280","14,913",62,68,"13,034"
New Jersey,Cape May County,"94,549","3,476","3,443","39,356","41,566","2,082","2,113",17,16,427,459,13,12,"1,569"
New Jersey,Cumberland County,"154,952","23,562","22,356","36,179","37,196","15,724","11,689",415,407,977,980,0,0,"5,467"
New Jersey,Essex County,"800,401","88,354","91,090","120,553","128,324","145,611","164,608",546,560,"19,694","21,091",76,79,"19,815"
New Jersey,Gloucester County,"291,372","8,123","8,622","112,070","118,437","13,928","14,866",36,37,"4,232","4,461",18,20,"6,522"
New Jersey,Hudson County,"679,756","145,628","147,682","97,891","97,501","34,546","38,607",426,431,"51,273","50,551",203,209,"14,808"
New Jersey,Hunterdon County,"125,717","3,944","3,829","53,941","54,478","1,782","1,322",35,26,"2,396","2,409",7,8,"1,540"
New Jersey,Mercer County,"373,362","31,686","31,379","92,163","97,397","36,002","37,510",66,78,"19,242","20,594",31,34,"7,180"
New Jersey,Middlesex County,"837,288","84,979","85,483","181,257","189,599","39,094","38,697",516,554,"98,056","102,268",106,109,"16,570"
New Jersey,Monmouth County,"627,551","32,715","33,632","229,674","243,207","20,317","21,576",207,234,"16,416","17,491",92,96,"11,894"
New Jersey,Morris County,"498,847","32,219","32,569","175,700","183,418","7,421","7,615",107,116,"24,365","25,826",16,18,"9,457"
New Jersey,Ocean County,"589,699","25,887","27,240","240,892","259,645","7,657","8,495",98,112,"5,454","5,921",67,80,"8,151"
New Jersey,Passaic County,"510,563","101,372","105,467","104,238","110,310","25,715","28,408",405,427,"12,871","13,734",49,52,"7,515"
New Jersey,Salem County,"63,776","2,585","2,667","23,381","24,463","3,994","4,339",43,48,282,285,0,0,"1,689"
New Jersey,Somerset County,"333,316","23,737","24,079","93,726","98,584","14,720","15,355",191,207,"27,449","29,236",5,6,"6,021"
New Jersey,Sussex County,"143,570","5,378","5,370","62,283","62,861","1,390","1,400",4,5,"1,390","1,393",3,3,"2,090"
New Jersey,Union County,"557,320","84,672","86,396","109,501","117,087","54,128","57,657",198,204,"13,269","14,157",21,22,"20,008"
New Jersey,Warren County,"107,088","4,501","4,699","43,265","45,477","2,199","2,318",26,28,"1,491","1,565",9,10,"1,500"
New Mexico,Bernalillo County,"674,855","163,213","170,692","130,630","135,587","8,314","8,482","13,246","13,542","7,773","7,937",185,193,"15,061"
New Mexico,Catron County,"3,547",294,266,"1,550","1,404",5,5,1,1,5,5,0,0,11
New Mexico,Chaves County,"65,454","18,037","18,317","13,161","13,235",482,509,252,244,203,201,15,15,783
New Mexico,Cibola County,"27,049","5,304","4,957","2,844","2,557",143,126,"5,117","5,465",60,55,0,0,421
New Mexico,Colfax County,"12,522","3,100","3,057","2,983","2,921",35,33,61,61,20,19,0,0,232
New Mexico,Curry County,"50,283","10,661","9,918","12,847","11,856","1,458","1,306",223,222,364,333,29,27,"1,039"
New Mexico,De Baca County,"2,016",425,501,483,568,13,16,0,0,0,0,0,0,10
New Mexico,Doña Ana County,"213,849","71,204","73,549","29,327","30,474","1,647","1,745",739,703,983,"1,062",20,22,"2,374"
New Mexico,Eddy County,"56,793","13,677","13,305","13,962","13,564",393,394,364,366,129,118,10,11,500
New Mexico,Grant County,"28,382","6,968","7,217","6,476","6,695",90,97,205,223,18,17,3,3,370
New Mexico,Guadalupe County,"4,426","2,171","1,462",399,268,34,23,34,23,0,0,0,0,12
New Mexico,Harding County,546,108,95,181,158,0,0,0,0,0,0,0,0,4
New Mexico,Hidalgo County,"4,446","1,259","1,315",890,921,14,14,12,12,0,0,0,0,9
New Mexico,Lea County,"69,505","20,301","19,176","13,338","12,481","1,275","1,234",241,205,16,15,15,10,"1,198"
New Mexico,Lincoln County,"19,497","2,962","3,264","5,983","6,364",56,52,149,157,48,50,0,0,412
New Mexico,Los Alamos County,"18,031","1,564","1,546","6,650","6,486",30,26,90,90,555,508,0,0,486
New Mexico,Luna County,"24,319","7,993","8,031","3,671","3,847",153,143,85,89,67,63,0,0,177
New Mexico,McKinley County,"72,849","4,871","5,403","3,163","3,440",176,183,"25,921","27,494",326,341,13,14,"1,504"
New Mexico,Mora County,"4,605","1,805","1,832",320,324,2,2,0,0,0,0,0,0,320
New Mexico,Otero County,"65,130","12,812","11,584","16,527","15,887","1,028",969,"1,936","2,076",383,364,12,13,"1,539"
New Mexico,Quay County,"8,447","1,786","1,987","2,069","2,184",55,74,42,40,25,28,9,8,140
New Mexico,Rio Arriba County,"39,455","13,773","14,401","2,483","2,583",83,86,"2,736","2,783",83,79,0,0,365
New Mexico,Roosevelt County,"19,313","3,941","3,971","5,135","5,119",278,255,50,51,44,44,0,0,425
New Mexico,San Juan County,"128,221","12,737","12,694","24,960","25,303",312,339,"23,753","24,559",357,370,32,34,"2,771"
New Mexico,San Miguel County,"28,203","11,000","10,875","2,524","2,572",127,147,149,141,97,110,0,0,461
New Mexico,Sandoval County,"138,815","25,737","26,799","30,200","31,662","1,212","1,316","8,224","8,424",841,877,52,56,"3,415"
New Mexico,Santa Fe County,"147,514","37,351","38,121","30,217","33,037",464,449,"1,836","1,830",849,919,42,42,"2,357"
New Mexico,Sierra County,"11,254","1,648","1,713","3,621","3,772",31,31,54,64,25,29,0,0,266
New Mexico,Socorro County,"17,098","4,460","4,035","3,205","2,788",5,5,828,668,191,177,0,0,736
New Mexico,Taos County,"32,809","9,112","9,497","5,691","5,924",29,36,"1,032","1,099",37,39,2,2,309
New Mexico,Torrance County,"15,534","3,430","3,105","4,243","3,872",134,129,84,79,15,15,0,0,428
New Mexico,Union County,"4,216",943,797,"1,188","1,004",29,25,50,42,0,0,0,0,138
New Mexico,Valencia County,"75,845","22,719","22,758","12,764","12,697",308,290,"1,418","1,276",187,198,0,0,"1,230"
New York,Albany County,"308,580","8,371","9,088","109,383","115,750","16,916","19,016",145,156,"9,582","10,071",58,60,"9,984"
New York,Allegany County,"47,400",381,345,"22,648","22,129",339,302,62,60,279,258,3,3,591
New York,Bronx County,"1,455,846","381,942","428,279","65,866","71,485","199,531","227,563","1,638","1,903","24,708","27,400",225,256,"25,050"
New York,Broome County,"196,124","3,788","3,973","81,058","83,719","4,834","5,054",158,152,"4,038","4,186",21,24,"5,119"
New York,Cattaraugus County,"78,175",767,791,"35,238","35,740",627,646,"1,051","1,156",325,346,0,0,"1,488"
New York,Cayuga County,"78,319","1,183",986,"36,045","34,800","1,698","1,339",78,60,192,177,0,0,"1,761"
New York,Chautauqua County,"130,846","4,555","4,836","56,852","57,993","1,515","1,563",191,199,364,381,12,13,"2,372"
New York,Chemung County,"86,883","1,357","1,206","36,762","38,390","2,881","2,103",182,187,622,691,3,3,"2,496"
New York,Chenango County,"48,763",509,519,"23,135","23,112",197,204,69,64,99,102,3,3,747
New York,Clinton County,"81,224","1,264",992,"37,060","35,954","1,980","1,299",53,55,618,598,8,9,"1,334"
New York,Columbia County,"61,481","1,368","1,395","26,871","26,530","1,260","1,341",7,7,508,516,8,6,"1,664"
New York,Cortland County,"48,334",611,646,"21,756","23,060",372,422,42,40,166,176,0,0,"1,043"
New York,Delaware County,"45,950",837,843,"21,357","21,129",415,358,32,30,156,156,0,0,637
New York,Dutchess County,"295,685","17,513","17,056","104,926","108,508","14,964","13,318",213,188,"5,349","5,554",28,33,"8,035"
New York,Erie County,"923,995","23,509","24,357","340,731","360,865","56,271","63,765","1,912","2,136","15,498","16,116",99,107,"18,629"
New York,Essex County,"38,233",707,504,"18,131","16,942",664,447,40,33,83,77,4,4,597
New York,Franklin County,"51,054","1,157",568,"22,164","19,537","2,308",653,"1,677","1,829",128,90,59,61,823
New York,Fulton County,"53,955",764,752,"25,043","25,210",477,482,42,42,175,187,6,6,769
New York,Genesee County,"58,537",891,911,"26,465","26,637",672,687,307,237,202,189,0,0,"1,339"
New York,Greene County,"47,791","1,642",992,"20,393","20,521","2,143",719,66,66,246,240,2,2,759
New York,Hamilton County,"4,646",35,31,"2,281","2,151",17,15,0,0,0,0,0,0,116
New York,Herkimer County,"62,943",620,656,"29,499","30,153",313,324,97,98,145,158,10,10,860
New York,Jefferson County,"116,567","4,770","3,674","49,742","45,882","3,561","2,797",221,195,910,789,199,86,"3,741"
New York,Kings County,"2,635,121","242,804","264,823","460,145","486,642","362,852","441,812","1,762","2,016","151,158","160,046",312,321,"60,428"
New York,Lewis County,"26,845",227,220,"12,955","12,764",97,94,25,25,58,57,11,11,301
New York,Livingston County,"64,373","1,256",952,"28,880","29,656","1,130",443,53,39,408,471,8,10,"1,067"
New York,Madison County,"71,760",734,775,"33,090","33,909",626,649,204,208,281,298,20,25,941
New York,Monroe County,"748,680","29,928","32,402","257,431","273,708","51,542","56,601",553,599,"13,113","13,985",61,67,"18,690"
New York,Montgomery County,"49,500","3,134","3,367","20,166","20,688",298,307,14,12,175,178,0,0,"1,161"
New York,Nassau County,"1,363,069","108,797","115,178","406,253","429,818","72,377","77,464",720,777,"59,551","63,172",88,96,"28,778"
New York,New York County,"1,653,877","205,020","225,982","363,505","409,539","97,086","109,565",958,"1,000","94,214","101,993",303,309,"44,403"
New York,Niagara County,"212,675","2,783","2,957","89,397","93,450","7,019","8,094","1,062","1,088","1,018","1,050",29,37,"4,691"
New York,Oneida County,"232,324","6,676","5,788","94,722","97,057","7,313","6,205",160,161,"4,498","4,775",30,30,"4,909"
New York,Onondaga County,"467,669","10,295","11,374","174,815","185,865","23,715","26,356","1,047","1,150","8,553","9,398",41,44,"15,016"
New York,Ontario County,"109,491","2,388","2,451","48,463","50,359","1,205","1,256",112,110,698,706,58,72,"1,613"
New York,Orange County,"378,174","37,158","37,412","124,121","123,068","18,168","18,353",394,378,"4,853","4,815",60,68,"9,326"
New York,Orleans County,"41,584",960,996,"17,884","18,088","1,202","1,223",78,76,129,131,11,11,795
New York,Oswego County,"119,833","1,457","1,470","56,602","56,371",491,494,70,67,371,371,4,5,"2,060"
New York,Otsego County,"60,750",974,"1,154","26,949","28,618",473,557,28,30,368,432,0,0,"1,167"
New York,Putnam County,"99,464","6,748","6,918","39,764","39,965","1,074","1,120",38,42,"1,069","1,114",9,11,"1,592"
New York,Queens County,"2,339,280","323,671","330,490","287,320","305,141","186,420","214,538","2,298","2,395","285,762","301,527",397,444,"98,877"
New York,Rensselaer County,"159,800","3,651","3,700","65,962","68,018","4,670","4,717",26,24,"1,955","1,961",0,0,"5,116"
New York,Richmond County,"475,948","41,929","44,509","143,167","152,217","21,228","23,283",321,348,"19,194","20,500",66,67,"9,119"
New York,Rockland County,"325,027","27,581","28,627","100,797","104,659","18,170","19,165",224,242,"9,479","10,032",10,10,"6,031"
New York,Saratoga County,"226,632","3,294","3,424","101,865","104,153","1,663","1,729",224,228,"3,120","3,209",20,21,"3,682"
New York,Schenectady County,"155,239","5,047","5,281","55,784","58,819","7,153","7,731",153,172,"3,515","3,555",17,19,"7,993"
New York,Schoharie County,"31,611",479,471,"14,678","14,888",227,230,25,26,127,128,0,0,332
New York,Schuyler County,"18,112",154,159,"8,646","8,601",95,93,8,8,44,43,0,0,261
New York,Seneca County,"34,843",665,467,"16,095","15,021","1,037",569,60,42,119,118,1,1,648
New York,St. Lawrence County,"110,817","1,322","1,177","51,791","50,226","1,330","1,112",364,375,587,579,31,30,"1,893"
New York,Steuben County,"97,539",763,766,"45,530","45,943",766,754,58,58,715,728,3,3,"1,452"
New York,Suffolk County,"1,497,595","138,306","140,329","503,747","521,587","52,854","55,205","1,010","1,046","28,340","28,671",163,159,"26,178"
New York,Sullivan County,"75,783","6,080","5,589","27,971","26,923","3,096","2,707",55,43,625,574,0,0,"2,120"
New York,Tioga County,"49,322",430,443,"23,188","23,806",133,138,6,6,191,185,0,0,796
New York,Tompkins County,"104,415","2,477","2,524","39,518","41,205","1,808","1,906",91,93,"5,479","5,234",13,14,"4,053"
New York,Ulster County,"180,129","8,824","8,839","71,218","72,509","4,691","4,592",54,51,"1,820","1,942",49,51,"5,489"
New York,Warren County,"64,701",742,772,"29,883","31,030",347,374,75,81,296,334,16,15,736
New York,Washington County,"62,183",952,649,"29,392","28,145","1,164",608,49,48,159,163,0,0,854
New York,Wayne County,"91,442","1,895","1,942","40,812","41,691","1,302","1,355",59,60,294,298,32,34,"1,668"
New York,Westchester County,"975,321","114,292","119,578","256,402","273,574","62,790","68,777",656,728,"27,311","29,484",62,68,"21,599"
New York,Wyoming County,"40,886",796,528,"19,432","17,291","1,321",639,91,64,74,65,0,0,585
New York,Yates County,"25,083",258,277,"11,456","12,344",113,126,8,9,74,86,0,0,332
North Carolina,Alamance County,"157,844","9,062","10,346","49,083","53,426","13,978","15,745",190,211,"1,120","1,248",28,33,"3,374"
North Carolina,Alexander County,"37,159",852,849,"16,335","15,995","1,099","1,070",35,38,252,175,14,15,430
North Carolina,Alleghany County,"10,935",511,520,"4,759","4,790",129,133,5,5,9,8,1,1,64
North Carolina,Anson County,"25,531",501,462,"6,124","5,334","6,350","6,062",42,30,169,132,8,5,312
North Carolina,Ashe County,"26,833",676,702,"12,221","12,584",100,105,45,46,52,54,2,2,244
North Carolina,Avery County,"17,535",455,433,"8,476","7,120",452,272,51,27,60,44,0,0,145
North Carolina,Beaufort County,"47,316","1,721","1,841","14,930","16,204","5,698","6,397",8,10,18,21,0,0,468
North Carolina,Bertie County,"19,913",211,199,"3,409","3,421","6,231","6,041",56,53,58,53,0,0,181
North Carolina,Bladen County,"34,130","1,219","1,352","8,797","9,700","5,582","6,156",378,398,0,0,0,0,548
North Carolina,Brunswick County,"122,586","2,779","3,004","48,450","51,561","6,268","6,589",198,208,387,384,59,60,"2,639"
North Carolina,Buncombe County,"252,268","7,896","8,306","101,202","109,843","7,303","8,073",429,469,"1,397","1,625",116,120,"5,489"
North Carolina,Burke County,"88,898","2,542","2,660","36,153","37,020","2,619","2,619",206,223,"1,585","1,649",41,40,"1,541"
North Carolina,Cabarrus County,"196,716","9,437","10,192","65,562","68,189","15,632","17,139",266,294,"2,840","3,104",52,55,"3,954"
North Carolina,Caldwell County,"81,805","2,002","2,140","35,574","36,337","1,899","2,076",168,162,254,243,12,15,923
North Carolina,Camden County,"10,336",137,139,"4,098","4,206",730,742,6,7,96,100,0,0,75
North Carolina,Carteret County,"68,699","1,415","1,440","29,142","30,147","1,880","1,971",69,67,352,370,11,12,"1,823"
North Carolina,Caswell County,"22,833",435,422,"7,052","6,908","3,766","3,766",11,12,65,62,21,19,294
North Carolina,Catawba County,"156,182","7,109","7,434","58,252","60,593","5,943","6,340",187,195,"3,055","3,250",0,0,"3,824"
North Carolina,Chatham County,"68,364","4,165","4,407","23,507","25,297","3,874","4,088",54,56,460,511,18,20,"1,907"
North Carolina,Cherokee County,"27,463",396,412,"12,332","12,787",175,193,164,161,91,102,0,0,650
North Carolina,Chowan County,"14,370",261,261,"4,197","4,378","2,213","2,635",55,63,0,0,0,0,307
North Carolina,Clay County,"10,753",169,185,"4,858","5,351",83,92,4,5,0,0,0,0,6
North Carolina,Cleveland County,"97,038","1,529","1,653","34,451","36,767","9,489","10,549",92,95,447,464,0,0,"1,502"
North Carolina,Columbus County,"56,589","1,412","1,461","16,642","17,037","8,463","8,731",904,987,109,128,4,4,707
North Carolina,Craven County,"103,374","3,946","3,392","34,611","33,641","10,865","10,844",224,233,"1,432","1,482",14,15,"2,675"
North Carolina,Cumberland County,"332,766","18,860","18,401","74,651","73,832","57,615","60,290","2,002","2,051","4,021","3,917",361,370,"16,395"
North Carolina,Currituck County,"25,247",456,461,"10,963","11,123",652,684,52,53,50,52,5,4,692
North Carolina,Dare County,"35,412","1,242","1,270","15,249","15,745",322,311,43,43,104,103,0,0,980
North Carolina,Davidson County,"164,118","5,439","5,817","64,975","67,599","7,100","7,727",252,252,"1,112","1,262",19,20,"2,544"
North Carolina,Davie County,"41,766","1,334","1,382","17,265","18,194","1,282","1,273",29,29,148,161,0,0,669
North Carolina,Duplin County,"59,350","6,221","6,675","15,079","15,651","7,141","7,411",80,77,100,102,0,0,813
North Carolina,Durham County,"300,865","19,215","21,222","61,237","65,264","52,447","58,389",330,336,"6,768","7,388",68,62,"8,139"
North Carolina,Edgecombe County,"54,032","1,125","1,202","9,339","10,377","14,118","16,784",30,38,14,16,11,15,963
North Carolina,Forsyth County,"368,362","21,833","24,395","100,742","110,381","44,568","49,842",406,440,"3,687","4,228",112,120,"7,608"
North Carolina,Franklin County,"63,866","2,614","2,549","20,173","20,339","8,051","8,180",126,120,140,142,0,0,"1,432"
North Carolina,Gaston County,"214,049","6,861","7,258","75,985","81,475","15,843","17,266",375,398,"1,483","1,619",15,16,"5,455"
North Carolina,Gates County,"11,601",44,37,"3,518","3,738","1,873","1,947",58,51,26,22,0,0,287
North Carolina,Graham County,"8,607",47,48,"3,673","3,843",6,6,453,462,0,0,1,1,67
North Carolina,Granville County,"58,503","2,328","2,113","17,172","16,886","9,073","8,801",159,144,118,108,8,9,"1,584"
North Carolina,Greene County,"21,059","1,673","1,455","5,314","4,565","4,051","3,392",47,27,9,6,0,0,520
North Carolina,Guilford County,"517,197","19,047","20,839","127,143","138,724","80,433","91,658",826,953,"11,651","12,861",98,100,"12,864"
North Carolina,Halifax County,"52,300",686,740,"9,666","10,542","13,250","14,252",877,954,204,226,14,7,882
North Carolina,Harnett County,"128,753","7,793","7,977","39,504","40,401","13,149","13,354",522,534,659,643,88,93,"4,036"
North Carolina,Haywood County,"59,854","1,085","1,138","27,013","28,672",284,325,109,133,154,171,8,9,753
North Carolina,Henderson County,"112,156","5,339","5,791","45,261","48,352","1,719","1,774",133,139,605,641,38,47,"2,317"
North Carolina,Hertford County,"24,262",448,433,"3,922","4,215","6,990","6,939",133,121,84,77,16,17,867
North Carolina,Hoke County,"52,571","3,315","3,425","10,603","10,700","8,409","8,682","2,037","2,111",347,356,20,23,"2,543"
North Carolina,Hyde County,"5,507",245,217,"1,744","1,548",895,794,2,2,0,0,0,0,60
North Carolina,Iredell County,"169,798","6,087","6,355","64,098","65,657","10,032","10,735",189,188,"1,914","1,988",12,12,"2,531"
